Rank,Title,Type,Premiere,Genre,Watchtime in Million
1586,Tyler Perry's I Can Do Bad All By Myself (The Play),Movie,2005,Comedy,13.3
1587,UglyDolls,Movie,2019,Animation,13.3
1588,Alexa & Katie,TV Show,2018,Comedy,13.2
1589,Dark,TV Show,2017,Thriller,13.2
1590,Dirty Grandpa,Movie,2016,Comedy,13.2
1591,El Principe,TV Show,2014,Action,13.2
1592,Morphle,TV Show,2019,Animation,13.2
1593,Peter Rabbit 2: The Runaway,Movie,2021,Adventure,13.2
1594,PJ Masks,TV Show,2015,Animation,13.2
1595,Rise of the Guardians,Movie,2012,Animation,13.2
1596,Scooby Doo! Mystery Incorporated,TV Show,2010,Animation,13.2
1597,Workin' Moms,TV Show,2017,Comedy,13.2
1598,The Tournament,Movie,2009,Horror,13.1
1599,The Wind Blows,TV Show,2019,Drama,13.1
1600,Trial By Fire,TV Show,2023,Crime,13.1
1601,Baki Hanma,TV Show,2021,Animation,13.1
1602,H2O: Just Add Water,TV Show,2006,Drama,13.1
1603,Van Helsing,TV Show,2016,Animation,13.1
1604,Hunter Killer,Movie,2018,Action,13.1
1605,iCarly,TV Show,2007,Comedy,13.1
1606,Rick and Morty,TV Show,2013,Animation,13.1
1607,Talking Tom and Friends,TV Show,2014,Animation,13.1
1608,12 Strong,Movie,2018,War,13
1609,Barracuda Queens,TV Show,2023,Drama,13
1610,Chickenhare and the Hamster of Darkness,Movie,2022,Animation,13
1611,Dragons: Race to the Edge,TV Show,2015,Family,13
1612,Northern Rescue,TV Show,2019,Drama,13
1613,Pocoyo,TV Show,2005,Animation,13
1614,Power Rangers,Movie,2017,Science Fiction,13
1615,The Gentlemen,Movie,2020,Crime,13
1616,The King,Movie,2019,History,13
1617,Things Heard & Seen,Movie,2021,Horror,13
1618,Kathal,Movie,2023,Comedy,12.9
1619,Barrio Cuba,TV Show,2001,Drama,12.9
1620,Love and Monsters,Movie,2021,Adventure,12.9
1621,Spinning Out,TV Show,2020,Drama,12.9
1622,Supernatural,TV Show,2005,Fantasy,12.9
1623,The Chalk Line,Movie,2022,Horror,12.9
1624,Forsvinningen - Lorenskog 31. oktober 2018,TV Show,2022,Crime,12.9
1625,The Real Housewives of Beverly Hills,TV Show,2010,Reality-Show,12.9
1626,The Beauty Inside,TV Show,2018,Drama,12.9
1627,Code 8,Movie,2019,Science Fiction,12.9
1628,Community Squad,TV Show,2023,Comedy,12.9
1629,Dragons: Rescue Riders,TV Show,2019,Animation,12.9
1630,Heartland,TV Show,2007,Drama,12.9
1631,Descendants of the Sun,TV Show,2016,Drama,12.8
1632,Elite,TV Show,2018,Crime,12.8
1633,Forged in Fire,TV Show,2015,Reality-Show,12.8
1634,Henry Danger,TV Show,2014,Comedy,12.8
1635,Royalteen: Princess Margrethe,Movie,2023,Drama,12.8
1636,Stolen Away,TV Show,2020,Drama,12.7
1637,Surviving Summer,TV Show,2022,Drama,12.7
1638,Bulgasal: Immortal Souls,TV Show,2021,Fantasy,12.7
1639,Fast & Furious Presents: Hobbs & Shaw,Movie,2019,Action,12.7
1640,Good Witch,TV Show,2015,Comedy,12.7
1641,InuYasha,TV Show,2000,Animation,12.7
1642,Midnight Mass,TV Show,2021,Horror,12.7
1643,Rainbow High,TV Show,2020,Animation,12.7
1644,Crime Scene: The Texas Killing Fields,TV Show,2022,Documentary,12.6
1645,Felon,Movie,2008,Drama,12.6
1646,Flight,Movie,2012,Thriller,12.6
1647,JoJo's Bizarre Adventure: Diamond Is Unbreakable - Chapter 1,Movie,2017,Action,12.6
1648,Larva,TV Show,2011,Animation,12.6
1649,Naruto,TV Show,2002,Animation,12.6
1650,Scarface,Movie,1983,Thriller,12.6
1651,The Innocent,TV Show,2021,Crime,12.6
1652,The Last Mercenary,Movie,2021,Action,12.6
1653,Touch Your Heart,TV Show,2019,Drama,12.6
1654,Jack Reacher,Movie,2012,Action,12.5
1655,Barbie: Dreamhouse Adventures,TV Show,2018,Animation,12.5
1656,Black Lightning,TV Show,2018,Superhero,12.5
1657,Bloodline,TV Show,2015,Drama,12.5
1658,Fall,Movie,2022,Thriller,12.5
1659,LEGO Ninjago: Secrets of the Forbidden Spinjitzu,TV Show,2019,Animation,12.5
1660,Fractured,Movie,2019,Thriller,12.5
1661,Henry Danger,TV Show,2014,Comedy,12.5
1662,In the Shadow of the Moon,Movie,2019,Crime,12.5
1663,LEGO Ninjago: Masters of Spinjitzu,TV Show,2012,Animation,12.5
1664,Love in the Moonlight,TV Show,2016,History,12.5
1665,National Security,Movie,2003,Action,12.5
1666,Spider-Man: Into the Spider-Verse,Movie,2018,Superhero,12.5
1667,The Legend of Korra,TV Show,2012,Fantasy,12.5
1668,The Mummy,Movie,2017,Adventure,12.5
1669,This Is 40,Movie,2012,Comedy,12.5
1670,Total Drama Island,TV Show,2007,Animation,12.5
1671,All American: Homecoming,TV Show,2022,Drama,12.4
1672,Black Summer,TV Show,2019,Horror,12.4
1673,Bread Barbershop,TV Show,2019,Animation,12.4
1674,Bridge to Terabithia,Movie,2007,Fantasy,12.4
1675,Den of Thieves,Movie,2018,Action,12.4
1676,Easy A,Movie,2010,Comedy,12.4
1677,Free Rein,TV Show,2017,Drama,12.4
1678,Gifted Hands: The Ben Carson Story,Movie,2009,Biography,12.4
1679,Harry Potter and the Deathly Hallows: Part 2,Movie,2011,Fantasy,12.4
1680,Jujutsu Kaisen,TV Show,2020,Animation,12.4
1681,One of Us Is Lying,TV Show,2021,Crime,12.4
1682,Selling Sunset,TV Show,2019,Reality-Show,12.4
1683,The Chestnut Man,TV Show,2021,Crime,12.4
1684,The Mindy Project,TV Show,2012,Comedy,12.4
1685,The Week Of,Movie,2018,Comedy,12.4
1686,Wonder,Movie,2017,Drama,12.4
1687,Danger Force,TV Show,2020,Comedy,12.3
1688,Elite,TV Show,2018,Crime,12.3
1689,Family Reunion,TV Show,2019,Comedy,12.3
1690,Heartland,TV Show,2007,Drama,12.3
1691,Love Village,TV Show,2023,Reality-Show,12.3
1692,Married at First Sight,TV Show,2014,Reality-Show,12.3
1693,On My Block,TV Show,2018,Comedy,12.3
1694,Takers,Movie,2010,Thriller,12.3
1695,Below Deck,TV Show,2013,Reality-Show,12.3
1696,100 Days My Prince,TV Show,2018,Drama,12.2
1697,A Man of Action,Movie,2022,Drama,12.2
1698,A Series of Unfortunate Events,TV Show,2017,Comedy,12.2
1699,AJ and the Queen,TV Show,2020,Comedy,12.2
1700,Beyond the Universe,Movie,2022,Comedy,12.2
1701,Cirkus,Movie,2022,Comedy,12.2
1702,Daybreak,TV Show,2019,Horror,12.2
1703,Intersection,TV Show,2016,Drama,12.2
1704,Mighty Morphin Power Rangers: Once & Always,Movie,2023,Family,12.2
1705,Mr. Harrigan's Phone,Movie,2022,Horror,12.2
1706,Old,Movie,2021,Thriller,12.2
1707,One-Punch Man,TV Show,2015,Animation,12.2
1708,Rainbow High,TV Show,2020,Animation,12.2
1709,Spider-Man: Homecoming,Movie,2017,Superhero,12.2
1710,The Children's Kingdom,Movie,2016,Family,12.2
1711,The Garfield Show,TV Show,2009,Animation,12.2
1712,The Twilight Saga: Breaking Dawn - Part 1,Movie,2011,Fantasy,12.2
1713,The Originals,TV Show,2013,Fantasy,12.1
1714,The Ridiculous 6,Movie,2015,Comedy,12.1
1715,The Snowman,Movie,2017,Crime,12.1
1716,The Twilight Saga: Eclipse,Movie,2010,Fantasy,12.1
1717,Travelers,TV Show,2016,Science Fiction,12.1
1718,Aquí no hay quien viva,TV Show,2003,Comedy,12.1
1719,Big Mouth,TV Show,2017,Animation,12.1
1720,Dragons: Race to the Edge,TV Show,2015,Family,12.1
1721,Drink Masters,TV Show,2022,Reality-Show,12.1
1722,Supernatural,TV Show,2005,Fantasy,12.1
1723,The Babysitter: Killer Queen,Movie,2020,Horror,12.1
1724,Hubie Halloween,Movie,2020,Comedy,12
1725,Kung Fu Panda,Movie,2008,Animation,12
1726,Mili,Movie,2022,Thriller,12
1727,Monsters vs Aliens,Movie,2009,Animation,12
1728,On My Block,TV Show,2018,Comedy,12
1729,Oscar's Oasis,TV Show,2010,Animation,12
1730,Pale Moon,TV Show,2023,Drama,12
1731,Snowpiercer,TV Show,2020,Science Fiction,12
1732,The Age of Adaline,Movie,2015,Romance,12
1733,The Amazing Spider-Man,Movie,2012,Superhero,12
1734,The Baby-Sitters Club,TV Show,2020,Comedy,12
1735,The Longest Night,TV Show,2022,Crime,12
1736,Carter,Movie,2022,Action,11.9
1737,Do Do Sol Sol La La Sol,TV Show,2020,Comedy,11.9
1738,Galinha Pintadinha Mini,TV Show,2017,Animation,11.9
1739,Gigantosaurus,TV Show,2019,Animation,11.9
1740,Heartland,TV Show,2007,Drama,11.9
1741,Heartland,TV Show,2007,Drama,11.9
1742,Ikebukuro West Gate Park,TV Show,2000,Drama,11.9
1743,John Mulaney: Baby J,Movie,2023,Stand-Up,11.9
1744,Love,TV Show,2016,Comedy,11.9
1745,No Escape,Movie,2015,Thriller,11.9
1746,The Octonauts,TV Show,2010,Animation,11.9
1747,Rurouni Kenshin: The Beginning,Movie,2021,Action,11.9
1748,A Sogra Que Te Pariu,TV Show,2022,Comedy,11.9
1749,SpongeBob SquarePants,TV Show,1999,Animation,11.9
1750,The Letter for the King,TV Show,2020,Fantasy,11.9
1751,The Woman in the House Across the Street from the Girl in the Window,TV Show,2022,Crime,11.9
1752,Tidelands,TV Show,2018,Fantasy,11.9
1753,20th Century Girl,Movie,2022,Drama,11.9
1754,"BASTARD‼ -Heavy Metal, Dark Fantasy-",TV Show,2022,Animation,11.9
1755,Bolívar: Una lucha admirable,TV Show,2019,History,11.9
1756,Buying Beverly Hills,TV Show,2022,Reality-Show,11.9
1757,Car Masters: Rust to Riches,TV Show,2018,Reality-Show,11.9
1758,Cine Gibi: O Filme,Movie,2004,Animation,11.8
1759,Good Witch,TV Show,2015,Comedy,11.8
1760,Green Eggs and Ham,TV Show,2019,Animation,11.8
1761,Keeping Up with the Kardashians,TV Show,2007,Reality-Show,11.8
1762,72 Dangerous Animals: Latin America,TV Show,2017,Documentary,11.8
1763,Arrow,TV Show,2012,Superhero,11.8
1764,Battleship,Movie,2012,Science Fiction,11.8
1765,London Has Fallen,Movie,2016,Action,11.8
1766,Lottie Dottie Chicken,TV Show,2018,Animation,11.8
1767,One More Time,Movie,2023,Comedy,11.8
1768,"Pepsi, Where's My Jet?",TV Show,2022,Documentary,11.8
1769,Rugal,TV Show,2020,Thriller,11.8
1770,Self Made: Inspired by the Life of Madam C.J. Walker,TV Show,2020,Drama,11.8
1771,The Last Days of American Crime,Movie,2020,Science Fiction,11.8
1772,Moneyball,Movie,2011,Drama,11.7
1773,Ava,Movie,2020,Thriller,11.7
1774,Barbie: Dolphin Magic,Movie,2017,Animation,11.7
1775,Blade Runner 2049,Movie,2017,Science Fiction,11.7
1776,Catching Killers,TV Show,2021,Documentary,11.7
1777,Dark,TV Show,2017,Thriller,11.7
1778,Gotham,TV Show,2014,Superhero,11.7
1779,Intrusion,Movie,2021,Thriller,11.7
1780,iNumber Number: Jozi Gold,Movie,2023,Crime,11.7
1781,Let's Get Divorced,TV Show,2023,Comedy,11.7
1782,Shadowhunters,TV Show,2016,Horror,11.7
1783,Siren: Survive the Island,TV Show,2023,Reality-Show,11.7
1784,Un bandido honrado,TV Show,2019,Comedy,11.7
1785,The Lord of the Rings: The Two Towers,Movie,2002,Fantasy,11.7
1786,The Ranch,TV Show,2016,Comedy,11.7
1787,The Trial,TV Show,2019,Crime,11.7
1788,Uncle From Another World,TV Show,2022,Animation,11.7
1789,Free Rein,TV Show,2017,Drama,11.6
1790,Glitch,TV Show,2022,Science Fiction,11.6
1791,"Hi Bye, Mama!",TV Show,2020,Drama,11.6
1792,LEGO Ninjago: Dragons Rising,TV Show,2023,Animation,11.6
1793,My Roommate Is a Gumiho,TV Show,2021,Comedy,11.6
1794,No Manches Frida,Movie,2016,Comedy,11.6
1795,One Piece,TV Show,1999,Animation,11.6
1796,Open Season,Movie,2006,Animation,11.6
1797,Operation Finale,Movie,2018,Drama,11.6
1798,The Mindy Project,TV Show,2012,Comedy,11.6
1799,Too Hot to Handle,TV Show,2020,Reality-Show,11.6
1800,7 donne e un mistero,Movie,2021,Comedy,11.6
1801,Big Mouth,TV Show,2017,Animation,11.6
1802,Irmandade,TV Show,2019,Crime,11.6
1803,Whindersson Nunes: Preaching to the Choir,Movie,2023,Stand-Up,11.5
1804,Young Sheldon,TV Show,2017,Comedy,11.5
1805,Alien TV,TV Show,2020,Animation,11.5
1806,Madre solo hay dos,TV Show,2021,Comedy,11.5
1807,Diary of a Mad Black Woman,Movie,2005,Comedy,11.5
1808,El Principe,TV Show,2014,Action,11.5
1809,Ghost Rider,Movie,2007,Superhero,11.5
1810,Grease,Movie,1978,Musical,11.5
1811,Hunter x Hunter,TV Show,2011,Animation,11.5
1812,Kid-E-Cats,TV Show,2017,Animation,11.5
1813,Leap Year,Movie,2010,Romance,11.5
1814,Love Is Blind: Brazil,TV Show,2021,Reality-Show,11.5
1815,Marco Polo,TV Show,2014,History,11.5
1816,Mean Girls,Movie,2004,Comedy,11.5
1817,One Piece,TV Show,1999,Animation,11.5
1818,Somebody,TV Show,2022,Crime,11.5
1819,Esposa de Aluguel,Movie,2022,Comedy,11.5
1820,Supergirl,TV Show,2015,Superhero,11.5
1821,The Boss Baby: Back in Business,TV Show,2018,Animation,11.5
1822,The Curse of Bridge Hollow,Movie,2022,Horror,11.5
1823,The Do-Over,Movie,2016,Comedy,11.5
1824,The Perfect Mother,TV Show,2022,Crime,11.5
1825,The UnXplained,TV Show,2019,Documentary,11.5
1826,Alexa & Katie,TV Show,2018,Comedy,11.4
1827,American Assassin,Movie,2017,Action,11.4
1828,BattleBots,TV Show,2015,Reality-Show,11.4
1829,Chilling Adventures of Sabrina,TV Show,2018,Fantasy,11.4
1830,Colors of Love,Movie,2021,Romance,11.4
1831,Dragons: Race to the Edge,TV Show,2015,Family,11.4
1832,House of Cards,TV Show,2013,Drama,11.4
1833,Incomplete Life,TV Show,2014,Drama,11.4
1834,Morphle,TV Show,2019,Animation,11.4
1835,Supernatural,TV Show,2005,Fantasy,11.4
1836,The Benchwarmers,Movie,2006,Comedy,11.4
1837,Empress Ki,TV Show,2013,History,11.4
1838,The Grudge,Movie,2019,Horror,11.4
1839,The Kings of the World,Movie,2022,Adventure,11.4
1840,The Lying Life of Adults,TV Show,2023,Drama,11.4
1841,The Parisian Agency: Exclusive Properties,TV Show,2021,Reality-Show,11.4
1842,Xtreme,Movie,2021,Thriller,11.4
1843,Yu-Gi-Oh!,TV Show,1998,Animation,11.4
1844,13 Going On 30,Movie,2004,Comedy,11.3
1845,Arrested Development,TV Show,2003,Comedy,11.3
1846,Beyblade Burst Turbo,TV Show,2016,Animation,11.3
1847,Catch! Teenieping,TV Show,2020,Animation,11.3
1848,Cleo & Cuquin,TV Show,2018,Animation,11.3
1849,I Am Solo,TV Show,2021,Reality-Show,11.3
1850,Queen of Masks,TV Show,2023,Drama,11.3
1851,Sicario,Movie,2015,Crime,11.3
1852,Stromboli,Movie,2022,Drama,11.3
1853,The Fairly OddParents,TV Show,2001,Animation,11.3
1854,The Lost World: Jurassic Park,Movie,1997,Science Fiction,11.3
1855,The Royal Treatment,Movie,2022,Romance,11.3
1856,Madre solo hay dos,TV Show,2021,Comedy,11.2
1857,"Devotion, a Story of Love and Desire",TV Show,2022,Drama,11.2
1858,Gatta Kusthi,Movie,2022,Drama,11.2
1859,Good Witch,TV Show,2015,Comedy,11.2
1860,Rogue City,Movie,2020,Crime,11.2
1861,SpongeBob SquarePants,TV Show,1999,Animation,11.2
1862,Supernatural,TV Show,2005,Fantasy,11.2
1863,The Blacklist,TV Show,2013,Crime,11.2
1864,True and the Rainbow Kingdom,TV Show,2017,Animation,11.2
1865,Undercover,TV Show,2019,Crime,11.2
1866,18 Again,TV Show,2020,Comedy,11.2
1867,28 Days Haunted,TV Show,2022,Reality-Show,11.2
1868,Abyss,TV Show,2019,Crime,11.2
1869,Be Melodramatic,TV Show,2019,Comedy,11.2
1870,Big Mouth,TV Show,2017,Animation,11.2
1871,21,Movie,2008,Crime,11.1
1872,Another Life,TV Show,2019,Science Fiction,11.1
1873,Behind Every Star,TV Show,2022,Comedy,11.1
1874,BUNK'D,TV Show,2015,Comedy,11.1
1875,Confidential Assignment 2: International,Movie,2022,Action,11.1
1876,End of the Road,Movie,2022,Crime,11.1
1877,Madam Secretary,TV Show,2014,Drama,11.1
1878,Morbius,Movie,2022,Superhero,11.1
1879,The Core,Movie,2003,Science Fiction,11.1
1880,The Hard Way,Movie,2019,Action,11.1
1881,The Lord of the Rings: The Return of the King,Movie,2003,Fantasy,11.1
1882,The Real Housewives of Beverly Hills,TV Show,2010,Reality-Show,11.1
1883,Tiny Pretty Things,TV Show,2020,Drama,11.1
1884,Who Killed Sara?,TV Show,2021,Crime,11.1
1885,Trollhunters: Tales of Arcadia,TV Show,2016,Animation,11
1886,Atypical,TV Show,2017,Comedy,11
1887,Trollhunters: Tales of Arcadia,TV Show,2016,Animation,11
1888,Blindspot,TV Show,2015,Crime,11
1889,Grace and Frankie,TV Show,2015,Comedy,11
1890,Hotel Transylvania: The Series,TV Show,2017,Animation,11
1891,Victim/Suspect,Movie,2023,Documentary,11
1892,Yankee,TV Show,2019,Drama,11
1893,I Am a Stalker,TV Show,2022,Documentary,11
1894,Julie and the Phantoms,TV Show,2020,Comedy,11
1895,Larva Island,TV Show,2018,Animation,11
1896,October Faction,TV Show,2020,Superhero,11
1897,Southpaw,Movie,2015,Sports,11
1898,Supernatural,TV Show,2005,Fantasy,11
1899,The Adventures of Paddington,TV Show,2019,Animation,11
1900,The Disappearance of Madeleine McCann,TV Show,2019,Documentary,11
1901,The Last Kids on Earth,TV Show,2019,Animation,11
1902,The Legend of the Blue Sea,TV Show,2016,Comedy,11
1903,The Ranch,TV Show,2016,Comedy,11
1904,1408,Movie,2007,Horror,11
1905,The Signing,TV Show,2023,Reality-Show,11
1906,The Wonder Weeks,Movie,2023,Comedy,11
1907,Arthdal Chronicles,TV Show,2019,History,11
1908,Ashes of Love,TV Show,2018,History,11
1909,Deadwind,TV Show,2018,Crime,10.9
1910,Gypsy,TV Show,2017,Drama,10.9
1911,"Me Gusta, Pero me Asusta",Movie,2017,Comedy,10.9
1912,Lewis Capaldi: How I'm Feeling Now,Movie,2023,Documentary,10.9
1913,My Perfect Landing,TV Show,2020,Comedy,10.9
1914,Peter Pan,Movie,2003,Fantasy,10.9
1915,Tall Girl 2,Movie,2022,Comedy,10.9
1916,The Fairly OddParents,TV Show,2001,Animation,10.9
1917,The Good Cop,TV Show,2018,Crime,10.9
1918,The Upshaws,TV Show,2021,Comedy,10.9
1919,Cook at all Costs,TV Show,2022,Reality-Show,10.8
1920,Disenchantment,TV Show,2018,Animation,10.8
1921,Greenleaf,TV Show,2016,Drama,10.8
1922,Jurassic World Camp Cretaceous: Hidden Adventure,Movie,2022,Animation,10.8
1923,Married at First Sight,TV Show,2014,Reality-Show,10.8
1924,Super PupZ,TV Show,2022,Comedy,10.8
1925,Texas Chainsaw Massacre,Movie,2022,Horror,10.8
1926,The Noel Diary,Movie,2022,Romance,10.8
1927,Wind River,Movie,2017,Crime,10.8
1928,Hwarang: The Poet Warrior Youth,TV Show,2016,Drama,10.7
1929,Naruto,TV Show,2002,Animation,10.7
1930,Spider-Man: No Way Home,Movie,2021,Superhero,10.7
1931,Spoiled Brats,Movie,2021,Comedy,10.7
1932,#Alive,Movie,2020,Horror,10.7
1933,The Perfect Date,Movie,2019,Comedy,10.7
1934,A Model Family,TV Show,2022,Crime,10.7
1935,The Ranch,TV Show,2016,Comedy,10.7
1936,Baking Impossible,TV Show,2021,Reality-Show,10.7
1937,Cable Girls,TV Show,2017,Drama,10.7
1938,Thomas & Friends: All Engines Go!,TV Show,2021,Animation,10.7
1939,Unsolved: The Murders of Tupac and The Notorious B.I.G.,TV Show,2018,Drama,10.7
1940,Chilling Adventures of Sabrina,TV Show,2018,Fantasy,10.7
1941,Zig and Sharko,TV Show,2011,Animation,10.7
1942,Daniel Tiger's Neighborhood,TV Show,2012,Animation,10.7
1943,Family Reunion,TV Show,2019,Comedy,10.7
1944,Forever My Girl,Movie,2018,Comedy,10.7
1945,Furies,Movie,2022,Action,10.7
1946,Human Resources,TV Show,2022,Animation,10.7
1947,Black Hawk Down,Movie,2001,War,10.6
1948,Jurassic Park III,Movie,2001,Science Fiction,10.6
1949,Kuroko's Basketball,TV Show,2012,Animation,10.6
1950,Pawn Stars,TV Show,2009,Comedy,10.6
1951,Public Enemy,TV Show,2016,Crime,10.6
1952,Spirit Rangers,TV Show,2022,Animation,10.6
1953,Stepmom,Movie,1998,Drama,10.6
1954,The Beauty Queen of Jerusalem,TV Show,2021,Drama,10.6
1955,The Mindy Project,TV Show,2012,Comedy,10.6
1956,The Pursuit of Happyness,Movie,2006,Drama,10.6
1957,Doctors,TV Show,2016,Drama,10.5
1958,Marmaduke,Movie,2022,Animation,10.5
1959,Sky High,Movie,2020,Thriller,10.5
1960,Superstore,TV Show,2015,Comedy,10.5
1961,Tall Girl,Movie,2019,Comedy,10.5
1962,The Boy in the Striped Pajamas,Movie,2008,Drama,10.5
1963,The Boy Who Harnessed the Wind,Movie,2019,Drama,10.5
1964,The Huntsman: Winter's War,Movie,2016,Fantasy,10.5
1965,The In Between,Movie,2022,Romance,10.5
1966,Thunivu,Movie,2023,Action,10.5
1967,Time Hustler,TV Show,2022,Comedy,10.5
1968,Warcraft,Movie,2016,Fantasy,10.5
1969,What Happens in Vegas,Movie,2008,Romance,10.5
1970,Zombieland,Movie,2009,Comedy,10.5
1971,Alexa & Katie,TV Show,2018,Comedy,10.5
1972,BoJack Horseman,TV Show,2014,Animation,10.5
1973,Charlie's Colorforms City,TV Show,2019,Animation,10.5
1974,Disenchantment,TV Show,2018,Animation,10.5
1975,Magic Mike XXL,Movie,2015,Comedy,10.4
1976,My Love From Another Star,TV Show,2013,Drama,10.4
1977,One Piece,TV Show,1999,Animation,10.4
1978,Run,Movie,2021,Thriller,10.4
1979,Somewhere Between,TV Show,2017,Crime,10.4
1980,Spider-Man 2,Movie,2004,Superhero,10.4
1981,Stillwater,Movie,2021,Crime,10.4
1982,The Informer,Movie,2019,Crime,10.4
1983,The Legend of Korra,TV Show,2012,Fantasy,10.4
1984,Turning Point: 9/11 and the War on Terror,TV Show,2021,Documentary,10.4
1985,I am Vengeance,Movie,2017,Action,10.4
1986,Word Party Presents: Math!,TV Show,2021,Animation,10.4
1987,Work It,Movie,2020,Comedy,10.4
1988,Action Pack,TV Show,2022,Animation,10.4
1989,Bella and the Bulldogs,TV Show,2015,Comedy,10.4
1990,Brazen,Movie,2022,Crime,10.4
1991,Cold Case Files,TV Show,2017,Documentary,10.4
1992,Easy-Bake Battle: The Home Cooking Competition,TV Show,2022,Reality-Show,10.4
1993,Keep Sweet: Pray and Obey,TV Show,2022,Documentary,10.4
1994,Pine Gap,TV Show,2018,Drama,10.3
1995,PJ Masks,TV Show,2015,Animation,10.3
1996,Simon,TV Show,2016,Animation,10.3
1997,Supernatural,TV Show,2005,Fantasy,10.3
1998,That's Amor,Movie,2022,Comedy,10.3
1999,Thunder Force,Movie,2021,Comedy,10.3
2000,Wild Is the Wind,Movie,2022,Drama,10.3
2001,AlRawabi School for Girls,TV Show,2021,Drama,10.3
2002,Blood & Water,TV Show,2020,Drama,10.3
2003,Faster,Movie,2010,Thriller,10.3
2004,Iron Chef: Quest for an Iron Legend,TV Show,2022,Reality-Show,10.3
2005,Locked Up,TV Show,2015,Drama,10.3
2006,Locked Up,TV Show,2015,Drama,10.3
2007,Man Vs Bee,TV Show,2022,Comedy,10.3
2008,El padrino: The Latin Godfather,Movie,2004,Thriller,10.2
2009,The Rain,TV Show,2018,Science Fiction,10.2
2010,The Worst Witch,TV Show,2017,Fantasy,10.2
2011,Alvinnn!!! and The Chipmunks,TV Show,2015,Animation,10.2
2012,Angel's Last Mission: Love,TV Show,2019,Drama,10.2
2013,BUNK'D,TV Show,2015,Comedy,10.2
2014,Too Hot to Handle,TV Show,2020,Reality-Show,10.2
2015,Eternal Love,TV Show,2017,Drama,10.2
2016,God's Favorite Idiot,TV Show,2022,Comedy,10.2
2017,Waltair Veerayya,Movie,2023,Action,10.2
2018,Intersection,TV Show,2016,Drama,10.2
2019,Workin' Moms,TV Show,2017,Comedy,10.2
2020,iZombie,TV Show,2015,Superhero,10.2
2021,Kingdom,TV Show,2019,Horror,10.2
2022,Earth Marble World Tour,TV Show,2023,Documentary,10.2
2023,Lawless Lawyer,TV Show,2018,Crime,10.2
2024,Now You See Me,Movie,2013,Crime,10.2
2025,Rim of the World,Movie,2019,Science Fiction,10.2
2026,The Garfield Show,TV Show,2009,Animation,10.2
